volume,chapter,title,central_thesis,necessary_premises,dependencies,novel_contribution,strongest_objection_or_review_question,structural_function,provisional_disposition,source_count,status
07-liberty-and-governance,01-the-individualist-premise,The Individualist Premise,"The Individualist Premise develops the central proposition framed by its subtitle, “The moral unit, and the axis that isn't left–right.”",Prior linked arguments plus chapter steps: The Essential Difference; The Axis That Isn't Left–Right; The Case for the Individualist Answer; What Individualism Does Not Claim,book/05-value-and-ethics/01-the-myth-of-objective-value.md; book/07-liberty-and-governance/25-fictions-of-the-collective.md; book/06-markets-and-money/08-the-myth-of-underprovision.md; book/07-liberty-and-governance/05-the-grey-zone.md; book/07-liberty-and-governance/35-axiocracy.md,"Canonical book treatment of The Individualist Premise: The moral unit, and the axis that isn't left–right.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Volume orientation and foundation,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
07-liberty-and-governance,02-upgrading-liberty,Upgrading Liberty,"Upgrading Liberty develops the central proposition framed by its subtitle, “From the harm principle to agency.”",Prior linked arguments plus chapter steps: Mill's Sentence; The Non-Aggression Principle; The Agency Protection Principle; From Liberty to Agency,book/07-liberty-and-governance/08-the-listeners-right.md; book/07-liberty-and-governance/05-the-grey-zone.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/05-value-and-ethics/11-what-counts-as-harm.md; book/07-liberty-and-governance/06-rights-are-forged.md; book/05-value-and-ethics/12-the-boundaries-of-force.md; book/07-liberty-and-governance/16-borders-and-movement.md,Canonical book treatment of Upgrading Liberty: From the harm principle to agency.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,4,review
07-liberty-and-governance,03-the-coercion-continuum,The Coercion Continuum,"The Coercion Continuum develops the central proposition framed by its subtitle, “Degree, not kind.”",Prior linked arguments plus chapter steps: The Spectrum; Partial Ownership; The Structural License; The Slaveowner's Claim,book/05-value-and-ethics/09-what-counts-as-coercion.md; book/07-liberty-and-governance/05-the-grey-zone.md; book/05-value-and-ethics/10-consent-and-property.md; book/06-markets-and-money/11-monopoly-hypocrisy.md; book/07-liberty-and-governance/02-upgrading-liberty.md; book/07-liberty-and-governance/04-extortion-funded-organizations.md,"Canonical book treatment of The Coercion Continuum: Degree, not kind.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,4,review
07-liberty-and-governance,04-extortion-funded-organizations,Extortion-Funded Organizations,"Extortion-Funded Organizations develops the central proposition framed by its subtitle, “The funding test.”","Prior linked arguments plus chapter steps: The Funding Test; The Parasite, Strictly Defined; The Necessity Argument Runs Backward; When Plunder Funds Physics",book/07-liberty-and-governance/03-the-coercion-continuum.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/07-liberty-and-governance/05-the-grey-zone.md; book/06-markets-and-money/06-capitalism-on-trial.md; book/06-markets-and-money/08-the-myth-of-underprovision.md; book/06-markets-and-money/03-what-is-money.md; book/07-liberty-and-governance/29-the-archist-axiom.md,Canonical book treatment of Extortion-Funded Organizations: The funding test.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,4,review
07-liberty-and-governance,05-the-grey-zone,The Grey Zone,"The legitimacy of coercion is conditional, provisional, evidence-sensitive, and burden-scaled rather than categorically settled by state or anti-state labels.","Prior linked arguments plus chapter steps: The Easy Cases and Where They End; Conditions, Not Slogans; The Danger of ""Good Coercion""; Emergencies Change the Timing, Not the Burden",book/07-liberty-and-governance/03-the-coercion-continuum.md; book/07-liberty-and-governance/04-extortion-funded-organizations.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/07-liberty-and-governance/02-upgrading-liberty.md; book/02-conditionalism/02-all-truth-is-conditional.md; book/07-liberty-and-governance/09-where-speech-ends.md; book/07-liberty-and-governance/16-borders-and-movement.md,Canonical book treatment of The Grey Zone: When coercion can be justified — provisionally.,Can conditional legitimacy be operationalized without collapsing into either categorical anti-statism or unconstrained balancing?,Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
07-liberty-and-governance,06-rights-are-forged,Rights Are Forged — and Reciprocal,"Rights Are Forged — and Reciprocal develops the central proposition framed by its subtitle, “Power makes boundaries real; reciprocity makes them legitimate.”",Prior linked arguments plus chapter steps: The Forge; Slaveholders Had Preferences; Reciprocity Is Not Mysticism; The Protected Domain,book/05-value-and-ethics/09-what-counts-as-coercion.md; book/07-liberty-and-governance/07-needs-conflicts-and-hard-cases.md; book/05-value-and-ethics/13-sapientism.md; book/04-axionic-agency/11-sentience-without-sovereignty.md; book/07-liberty-and-governance/11-civilizational-infrastructure.md; book/07-liberty-and-governance/29-the-archist-axiom.md,Canonical book treatment of Rights Are Forged — and Reciprocal: Power makes boundaries real; reciprocity makes them legitimate.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,4,review
07-liberty-and-governance,07-needs-conflicts-and-hard-cases,"Needs, Conflicts, and Hard Cases","Needs, Conflicts, and Hard Cases develops the central proposition framed by its subtitle, “Negative rights, colliding rights, and the freedom to exclude.”",Prior linked arguments plus chapter steps: Needs Are Not Rights; When Negative Rights Collide; The Freedom to Exclude,book/07-liberty-and-governance/06-rights-are-forged.md; book/05-value-and-ethics/12-the-boundaries-of-force.md; book/05-value-and-ethics/11-what-counts-as-harm.md; book/07-liberty-and-governance/29-the-archist-axiom.md; book/07-liberty-and-governance/05-the-grey-zone.md; book/05-value-and-ethics/10-consent-and-property.md,"Canonical book treatment of Needs, Conflicts, and Hard Cases: Negative rights, colliding rights, and the freedom to exclude.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
07-liberty-and-governance,08-the-listeners-right,The Listener's Right,"The Listener's Right develops the central proposition framed by its subtitle, “What free speech is, and whose it is.”","Prior linked arguments plus chapter steps: The Wrong Victim; One Freedom, Not Two; Four Panels of Bad Philosophy; What Free Speech Is",book/05-value-and-ethics/09-what-counts-as-coercion.md; book/07-liberty-and-governance/02-upgrading-liberty.md; book/07-liberty-and-governance/06-rights-are-forged.md; book/02-conditionalism/17-rationality-without-foundations.md; book/07-liberty-and-governance/11-civilizational-infrastructure.md; book/07-liberty-and-governance/05-the-grey-zone.md; book/07-liberty-and-governance/09-where-speech-ends.md,"Canonical book treatment of The Listener's Right: What free speech is, and whose it is.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
07-liberty-and-governance,09-where-speech-ends,Where Speech Ends,"Where Speech Ends develops the central proposition framed by its subtitle, “From Popper's paradox to the causal ladder.”",Prior linked arguments plus chapter steps: The Conditionalist Dissolution; Secular Blasphemy; Loading the Rifle; The Demagogue and the Mafia Thug,book/07-liberty-and-governance/02-upgrading-liberty.md; book/07-liberty-and-governance/08-the-listeners-right.md; book/07-liberty-and-governance/11-civilizational-infrastructure.md,Canonical book treatment of Where Speech Ends: From Popper's paradox to the causal ladder.,Can delegated violence be distinguished from advocacy and prediction consistently with the earlier definition of coercion?,Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,5,review
07-liberty-and-governance,10-the-censorship-machine,The Censorship Machine,"The Censorship Machine develops the central proposition framed by its subtitle, “How liberal societies drift into cognitive regulation.”",Prior linked arguments plus chapter steps: Three Category Errors; The Bureaucratic Gradient; Not Up for Debate; The Game-Theoretic Temptation,book/05-value-and-ethics/11-what-counts-as-harm.md; book/07-liberty-and-governance/23-the-authoritarian-default.md; book/07-liberty-and-governance/09-where-speech-ends.md; book/07-liberty-and-governance/08-the-listeners-right.md; book/07-liberty-and-governance/05-the-grey-zone.md; book/07-liberty-and-governance/11-civilizational-infrastructure.md,Canonical book treatment of The Censorship Machine: How liberal societies drift into cognitive regulation.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,4,review
